"key";"label";"required";"nl";"fr";"en";"de";"es";"pl";"pt";"tr"
"home.marquee.text";"Homepage · Tekstband · tekst";"true";"Bestverkochte glazen schalen · Gepreserveerde toonbankdisplays · Stolpen & flowerboxes · Private label · Alleen groothandel ·";"Bols en verre best-sellers · Présentoirs de roses préservées · Cloches & flowerboxes · Marque propre · Réservé aux professionnels ·";"Bestselling glass bowls · Preserved counter displays · Glass domes & flowerboxes · Private label · Wholesale only ·";"Meistverkaufte Glasschalen · Thekendisplays mit konservierten Rosen · Glasglocken & Flowerboxen · Eigenmarke · Nur Großhandel ·";"Cuencos de vidrio superventas · Expositores de rosas preservadas · Cúpulas & flowerboxes · Marca propia · Solo mayoristas ·";"Najlepiej sprzedające się szklane miseczki · Ekspozytory ze stabilizowanymi różami · Klosze & flowerboxy · Marka własna · Tylko hurt ·";"Taças de vidro mais vendidas · Expositores com rosas preservadas · Cúpulas & flowerboxes · Marca própria · Apenas grossistas ·";"En çok satan cam kaseler · Korunmuş gül stantları · Fanuslar & flowerboxlar · Özel marka · Yalnızca toptan satış ·"
"home.counter.titleLead";"Homepage · Toonbankpresentatie · titel voorloop";"true";"Gemaakt voor de";"Pensé pour le";"Made for the";"Für die";"Hecho para el";"Stworzone na";"Feito para o";"Tezgâh için"
"home.counter.titleWord";"Homepage · Toonbankpresentatie · titel accentwoord";"true";"toonbank";"comptoir";"counter";"Verkaufstheke";"mostrador";"ladę";"balcão";"tasarlandı"
"home.counter.intro";"Homepage · Toonbankpresentatie · inleiding";"true";"Bekijk drie Enrosed-displayformaten van dichtbij, zodat hun cadeauklare details in één oogopslag zichtbaar zijn.";"Découvrez de près trois formats de présentation Enrosed et leurs détails prêts à offrir, visibles en un coup d’œil.";"A closer look at three Enrosed display formats, presented where their gift-ready details can be seen at a glance.";"Drei Enrosed-Displayformate aus der Nähe — mit geschenkfertigen Details, die sofort ins Auge fallen.";"Descubra de cerca tres formatos de exposición Enrosed, con detalles listos para regalar que se aprecian de un vistazo.";"Przyjrzyj się z bliska trzem formatom ekspozycyjnym Enrosed, których prezentowe detale widać na pierwszy rzut oka.";"Veja de perto três formatos de exposição Enrosed, com detalhes prontos a oferecer e visíveis num instante.";"Hediye sunumuna hazır ayrıntıları ilk bakışta görülen üç Enrosed teşhir formatına yakından bakın."
"home.counter.item1.eyebrow";"Homepage · Toonbankpresentatie · item 1 · bovenlabel";"true";"Toonbankdisplay · 01";"Présentoir de comptoir · 01";"Counter display · 01";"Thekendisplay · 01";"Expositor de mostrador · 01";"Ekspozytor na ladę · 01";"Expositor de balcão · 01";"Tezgâh standı · 01"
"home.counter.item1.title";"Homepage · Toonbankpresentatie · item 1 · titel";"true";"De diamant";"Le Diamant";"The Diamond";"Der Diamant";"El Diamante";"Diament";"O Diamante";"Elmas"
"home.counter.item1.description";"Homepage · Toonbankpresentatie · item 1 · beschrijving";"true";"Twaalf individuele rozenpresentatiedozen verzameld in één compacte toonbankdisplay.";"Douze boîtes de présentation de roses individuelles rassemblées dans un présentoir compact.";"Twelve individual rose presentation boxes gathered in one compact counter display.";"Zwölf einzelne Rosen-Präsentationsboxen, zusammengefasst in einem kompakten Thekendisplay.";"Doce cajas individuales de presentación de rosas reunidas en un expositor compacto de mostrador.";"Dwanaście pojedynczych pudełek prezentacyjnych z różami zebranych w jednym kompaktowym ekspozytorze na ladę.";"Doze caixas individuais de apresentação de rosas reunidas num expositor compacto.";"Tek bir kompakt tezgah teşhirinde toplanmış on iki ayrı gül sunum kutusu."
"home.counter.item1.imageAlt";"Homepage · Toonbankpresentatie · item 1 · alternatieve fototekst";"true";"Diamanten rozentoonbankdisplay met twaalf individuele presentatiedozen";"Présentoir de comptoir rose diamant avec douze boîtes de présentation individuelles";"Diamond rose counter display with twelve individual presentation boxes";"Diamond Rose Thekendisplay mit zwölf einzelnen Präsentationsboxen";"Expositor de mostrador Diamond Rose con doce cajas de presentación individuales";"Diamentowy ekspozytor z różami z dwunastoma indywidualnymi pudełkami prezentacyjnymi";"Expositor de balcão Diamond Rose com doze caixas de apresentação individuais";"On iki ayrı sunum kutusu içeren Diamond Rose tezgâh standı"
"home.counter.item2.eyebrow";"Homepage · Toonbankpresentatie · item 2 · bovenlabel";"true";"Toonbankdisplay · 02";"Présentoir de comptoir · 02";"Counter display · 02";"Thekendisplay · 02";"Expositor de mostrador · 02";"Ekspozytor na ladę · 02";"Expositor de balcão · 02";"Tezgâh standı · 02"
"home.counter.item2.title";"Homepage · Toonbankpresentatie · item 2 · titel";"true";"De kom XL";"Le Bol XL";"The Bowl XL";"Die Schüssel XL";"El Cuenco XL";"Miska XL";"A Tigela XL";"Kase XL"
"home.counter.item2.description";"Homepage · Toonbankpresentatie · item 2 · beschrijving";"true";"Zes glazen schalen met gepreserveerde rozen en gipskruid, opgesteld als één complete toonbankpresentatie.";"Six bols en verre de roses et de gypsophiles préservées, disposés comme une présentation complète au comptoir.";"Six glass bowls of preserved roses and gypsophila, arranged as one complete retail-counter presentation.";"Sechs Glasschalen mit konservierten Rosen und Schleierkraut, arrangiert als eine komplette Verkaufsthekenpräsentation.";"Seis cuencos de vidrio con rosas preservadas y gypsophila, dispuestos como una presentación completa para mostrador minorista.";"Sześć szklanych miseczek ze stabilizowanymi różami i gipsówką, ustawionych w jednym kompletnym ekspozytorze na ladę.";"Seis taças de vidro com rosas preservadas e gipsófila, dispostas como uma apresentação completa no balcão de retalho.";"Tam bir perakende satış tezgahı sunumu olarak düzenlenmiş, korunmuş güller ve cipsofilyalardan oluşan altı cam kase."
"home.counter.item2.imageAlt";"Homepage · Toonbankpresentatie · item 2 · alternatieve fototekst";"true";"Bowl XL toonbankdisplay met zes glazen schalen met gepreserveerde rozen";"Présentoir de comptoir Bowl XL avec six bols en verre de roses préservées";"Bowl XL counter display with six glass bowls of preserved roses";"Bowl XL Thekendisplay mit sechs Glasschalen mit konservierten Rosen";"Expositor de mostrador Bowl XL con seis cuencos de cristal de rosas preservadas";"Ekspozytor na ladę Bowl XL z sześcioma szklanymi miskami ze stabilizowanymi różami";"Expositor de balcão Bowl XL com seis taças de vidro de rosas preservadas";"Korunmuş güller içeren altı cam kaseli Bowl XL tezgâh standı"
"home.counter.item3.eyebrow";"Homepage · Toonbankpresentatie · item 3 · bovenlabel";"true";"Toonbankdisplay · 03";"Présentoir de comptoir · 03";"Counter display · 03";"Thekendisplay · 03";"Expositor de mostrador · 03";"Ekspozytor na ladę · 03";"Expositor de balcão · 03";"Tezgâh standı · 03"
"home.counter.item3.title";"Homepage · Toonbankpresentatie · item 3 · titel";"true";"12 steelrozen";"12 roses sur tige";"12 Stem Roses";"12 Stielrosen";"12 rosas de tallo";"12 róż na łodydze";"12 rosas com caule";"12 saplı gül"
"home.counter.item3.description";"Homepage · Toonbankpresentatie · item 3 · beschrijving";"true";"Twaalf steelrozen in één display, met rode, roze, blauwe en witte varianten in de collectie.";"Douze roses à tige dans un présentoir, avec des variantes rouges, roses, bleues et blanches dans la collection.";"Twelve stem roses in one display, with red, pink, blue and white variants in the collection.";"Zwölf Stielrosen in einem Display, mit roten, rosa, blauen und weißen Varianten in der Kollektion.";"Doce rosas de tallo en un solo expositor, con variantes en rojo, rosa, azul y blanco en la colección.";"Dwanaście róż na łodygach w jednym ekspozytorze, w kolekcji w wariantach czerwonym, różowym, niebieskim i białym.";"Doze rosas com caule num único expositor, com variantes vermelha, rosa, azul e branca na coleção.";"Koleksiyondaki kırmızı, pembe, mavi ve beyaz seçenekleriyle on iki saplı gül tek bir teşhir standında."
"home.counter.item3.imageAlt";"Homepage · Toonbankpresentatie · item 3 · alternatieve fototekst";"true";"Toonbankdisplay met twaalf gepresenteerde steelrozen";"Présentoir de comptoir contenant douze roses à tige présentées";"Counter display holding twelve presented stem roses";"Thekendisplay mit zwölf präsentierten Stielrosen";"Expositor de mostrador con doce rosas de tallo";"Ekspozytor na ladę mieszczący dwanaście prezentowanych róż łodygowych";"Expositor de balcão com doze rosas com caule";"On iki saplı gül içeren tezgâh teşhir standı"
"home.flowerbox.tagPrefix";"Homepage · Flowerbox · Collectievoorvoegsel";"true";"De";"Le";"The";"Die";"El";"Kolekcja";"O";"Koleksiyon"
"home.flowerbox.tagName";"Homepage · Flowerbox · Collectienaam";"true";"Flowerboxes";"Flowerboxes";"Flowerboxes";"Flowerboxen";"Flowerboxes";"Flowerboxy";"Flowerboxes";"Flowerboxlar"
"home.flowerbox.line1";"Homepage · Flowerbox · Tekstregel 1";"true";"Een hart van rozen,
achter glas.";"Un cœur de roses,
derrière une vitre.";"A heart of roses,
behind glass.";"Ein Herz aus Rosen,
hinter Glas.";"Un corazón de rosas,
detrás de un cristal.";"Serce z róż,
za szkłem.";"Um coração de rosas,
atrás de um vidro.";"Camın arkasında
güllerden bir kalp."
"home.flowerbox.line2";"Homepage · Flowerbox · Tekstregel 2";"true";"Kenmerkend lint.
Spiegelafwerking.";"Ruban signature.
Finition miroir.";"Signature ribbon.
Mirror finish.";"Signaturband.
Spiegelglanz.";"Cinta distintiva.
Acabado espejo.";"Charakterystyczna wstążka.
Lustrzane wykończenie.";"Fita exclusiva.
Acabamento espelhado.";"İmza kurdelesi.
Ayna yüzey."
"home.flowerbox.line3";"Homepage · Flowerbox · Tekstregel 3";"true";"Vierkant, hart of compact —
klaar vanaf één doos.";"Carrée, cœur ou compacte —
disponible dès un carton.";"Square, heart or compact —
ready from one carton.";"Quadratisch, herzförmig oder kompakt —
bereits ab einem Karton.";"Cuadrada, corazón o compacta —
disponible desde una caja.";"Kwadratowa, serce lub kompaktowa —
dostępna już od jednego kartonu.";"Quadrada, coração ou compacta —
disponível a partir de uma caixa.";"Kare, kalp veya kompakt —
tek kartondan itibaren hazır."
"home.flowerbox.item1.title";"Homepage · Flowerbox · item 1 · titel";"true";"Glass Flowerbox";"Glass Flowerbox";"Glass Flowerbox";"Glass Flowerbox";"Glass Flowerbox";"Glass Flowerbox";"Glass Flowerbox";"Glass Flowerbox"
"home.flowerbox.item1.description";"Homepage · Flowerbox · item 1 · beschrijving";"true";"Acryllijst · hart van gepreserveerde rozen · kenmerkend lint";"Cadre acrylique · coeur de roses préservées · ruban signature";"Acrylic frame · heart of preserved roses · signature ribbon";"Acrylrahmen · Herz aus konservierten Rosen · Signaturband";"Marco acrílico · corazón de rosas preservadas · cinta distintiva";"Ramka akrylowa · serce z stabilizowanych róż · charakterystyczna wstążka";"Moldura em acrílico · coração de rosas preservadas · fita exclusiva";"Akrilik çerçeve · korunmuş gül kalbi · özel şerit"
"home.flowerbox.item1.imageAlt";"Homepage · Flowerbox · item 1 · alternatieve fototekst";"true";"Glazen flowerbox met een hart van rode gepreserveerde rozen";"Boîte florale en verre avec un cœur de roses rouges préservées";"Glass flowerbox with a heart of red preserved roses";"Flowerbox aus Glas mit einem Herz aus roten konservierten Rosen";"Caja floral de cristal con un corazón de rosas rojas preservadas";"Szklane pudełko kwiatowe z sercem z czerwonych stabilizowanych róż";"Flowerbox de vidro com um coração de rosas vermelhas preservadas";"Kırmızı korunmuş gül kalpli cam çiçek kutusu"
"home.flowerbox.item2.title";"Homepage · Flowerbox · item 2 · titel";"true";"Heart Flowerbox";"Heart Flowerbox";"Heart Flowerbox";"Heart Flowerbox";"Heart Flowerbox";"Heart Flowerbox";"Heart Flowerbox";"Heart Flowerbox"
"home.flowerbox.item2.description";"Homepage · Flowerbox · item 2 · beschrijving";"true";"Hartvormig acryl · zestien rozen · spiegelafwerking";"Acrylique en forme de coeur · seize roses · finition miroir";"Heart-shaped acrylic · sixteen roses · mirror finish";"Herzförmiges Acryl · sechzehn Rosen · Spiegelglanz";"Acrílico en forma de corazón · dieciséis rosas · acabado espejo";"Akryl w kształcie serca · szesnaście róż · lustrzane wykończenie";"Acrílico em forma de coração · dezasseis rosas · acabamento espelhado";"Kalp şeklinde akrilik · on altı gül · ayna kaplama"
"home.flowerbox.item2.imageAlt";"Homepage · Flowerbox · item 2 · alternatieve fototekst";"true";"Hartvormige glazen flowerbox met gepreserveerde rozen";"Boîte florale en verre en forme de cœur avec des roses préservées";"Heart-shaped glass flowerbox with preserved roses";"Herzförmige Flowerbox aus Glas mit konservierten Rosen";"Caja floral de cristal en forma de corazón con rosas preservadas";"Szklane pudełko kwiatowe w kształcie serca ze stabilizowanymi różami";"Flowerbox de vidro em forma de coração com rosas preservadas";"Korunmuş güllerle kalp şeklinde cam çiçek kutusu"
"home.flowerbox.item3.title";"Homepage · Flowerbox · item 3 · titel";"true";"9 Rose Flowerbox";"9 Rose Flowerbox";"9 Rose Flowerbox";"9 Rose Flowerbox";"9 Rose Flowerbox";"9 Rose Flowerbox";"9 Rose Flowerbox";"9 Rose Flowerbox"
"home.flowerbox.item3.description";"Homepage · Flowerbox · item 3 · beschrijving";"true";"Negen gepreserveerde rozen · helder acryldeksel · compact winkelformaat";"Neuf roses préservées · couvercle en acrylique transparent · format de vente au détail compact";"Nine preserved roses · clear acrylic lid · compact retail format";"Neun konservierte Rosen · Klarer Acryldeckel · Kompaktes Einzelhandelsformat";"Nueve rosas preservadas · tapa acrílica transparente · formato minorista compacto";"Dziewięć stabilizowanych róż · Przezroczysta akrylowa pokrywa · Kompaktowy format do sprzedaży detalicznej";"Nove rosas preservadas · tampa de acrílico transparente · formato compacto de retalho";"Dokuz korunmuş gül · şeffaf akrilik kapak · kompakt perakende formatı"
"home.flowerbox.item3.imageAlt";"Homepage · Flowerbox · item 3 · alternatieve fototekst";"true";"Negen gepreserveerde rode rozen in een vierkante acryl flowerbox";"Neuf roses rouges préservées dans une boîte florale carrée en acrylique";"Nine preserved red roses in a square acrylic flowerbox";"Neun konservierte rote Rosen in einer quadratischen Flowerbox aus Acryl";"Nueve rosas rojas preservadas en una caja floral cuadrada de acrílico";"Dziewięć stabilizowanych czerwonych róż w kwadratowym akrylowym pudełku kwiatowym";"Nove rosas vermelhas preservadas numa flowerbox quadrada de acrílico";"Kare akrilik çiçek kutusunda dokuz adet korunmuş kırmızı gül"
